user_id,net_last_balance,location_changed,home_grid_active_users,office_grid_active_users,requests_sent,requests_accepted,travel_distance,travel_count,free_rides,recency_minutes,points_earned,route_distance,user_gender,avg_rating,churn
0.0,347.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,30,1,0.0,0.0
75.0,2981.0,0.0,2.0,19.0,24.0,11.0,144.0,12.0,1.0,13297.5833333,426.0,12,1,5.0,1.0
82.0,15530.5,0.0,3.0,210.0,8.0,35.0,360.0,36.0,11.0,149.883333333,1089.0,10,1,5.0,1.0
108.0,6923.9,1.0,2.0,210.0,65.0,2.0,62.0,2.0,0.0,20369.7166667,138.0,31,1,0.0,1.0
138.0,49.0,1.0,11.0,363.0,9.0,5.0,126.0,6.0,0.0,12146.7833333,282.0,21,1,0.0,1.0
167.0,1060.0,1.0,3.0,363.0,1.0,5.0,60.0,5.0,0.0,11858.45,222.0,12,1,5.0,1.0
188.0,0.0,0.0,3.0,122.0,8.0,1.0,32.0,1.0,0.0,32075.4666667,96.0,32,1,4.0,1.0
224.0,67.5,0.0,7.0,363.0,18.0,21.0,385.0,35.0,0.0,179.85,0.0,11,1,5.0,1.0
233.0,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,153.0,25,1,0.0,0.0
274.0,558.0,1.0,1.0,3.0,16.0,15.0,420.0,15.0,0.0,1776.81666667,1703.0,28,1,5.0,1.0
285.0,30.5,1.0,9.0,210.0,17.0,6.0,24.0,6.0,6.0,638.033333333,0.0,4,0,5.0,1.0
303.0,6263.5,1.0,9.0,210.0,6.0,1.0,3.0,1.0,1.0,20474.7,0.0,3,1,0.0,1.0
360.0,85.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,29067.25,102.0,35,1,5.0,0.0
481.0,125.0,0.0,3.0,2.0,1.0,3.0,75.0,3.0,0.0,32569.1333333,0.0,25,0,5.0,0.0
526.0,396.5,0.0,7.0,25.0,1.0,2.0,18.0,2.0,0.0,21052.1166667,60.0,9,1,0.0,1.0
606.0,80.0,0.0,2.0,363.0,11.0,2.0,58.0,2.0,0.0,29623.0166667,96.0,29,1,0.0,1.0
842.0,90.5,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,20000.0,33.0,9,1,0.0,1.0
884.0,309.0,1.0,0.0,0.0,0.0,0.0,63.0,3.0,0.0,939.716666667,0.0,21,1,4.0,1.0
939.0,1726.0,1.0,5.0,122.0,111.0,6.0,48.0,6.0,1.0,338.083333333,148.0,8,1,5.0,1.0
956.0,10937.5,0.0,2.0,363.0,12.0,5.0,231.0,7.0,0.0,5963.5,756.0,33,1,5.0,1.0
971.0,2998.5,1.0,5.0,363.0,50.0,19.0,299.0,23.0,0.0,445.033333333,1371.0,13,1,5.0,1.0
1111.0,462.0,0.0,2.0,27.0,536.0,26.0,891.0,27.0,0.0,2042.95,1830.0,33,1,4.6,1.0
1157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,38,1,0.0,0.0
1280.0,14.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,29349.7166667,10.5,3,0,0.0,0.0
1388.0,141.0,1.0,6.0,40.0,55.0,3.0,112.0,4.0,0.0,28091.1833333,0.0,28,1,5.0,1.0
1397.0,536.0,0.0,16.0,363.0,14.0,33.0,462.0,33.0,33.0,888.816666667,0.0,14,1,5.0,1.0
1428.0,197.0,0.0,17.0,363.0,16.0,23.0,290.0,29.0,0.0,310.833333333,0.0,10,0,5.0,1.0
1449.0,752.5,0.0,0.0,0.0,0.0,0.0,192.0,8.0,0.0,8982.28333333,624.0,24,1,5.0,1.0
1566.0,352.5,0.0,2.0,210.0,43.0,2.0,58.0,2.0,0.0,7900.45,165.0,29,1,0.0,1.0
1591.0,1716.5,1.0,11.0,122.0,4.0,3.0,63.0,3.0,0.0,30985.1833333,195.0,21,1,5.0,1.0
1603.0,107.5,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,308.416666667,45.0,14,1,0.0,1.0
1647.0,178.0,0.0,3.0,11.0,266.0,2.0,66.0,2.0,0.0,6223.05,213.0,33,1,0.0,1.0
1724.0,361.5,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,39927.2,24.0,7,1,4.0,0.0
1763.0,12.0,0.0,0.0,0.0,0.0,0.0,77.0,11.0,0.0,715.35,0.0,7,0,0.0,1.0
1783.0,185.0,0.0,2.0,22.0,25.0,1.0,41.0,1.0,0.0,1942.66666667,114.0,41,1,0.0,1.0
2034.0,2085.0,0.0,2.0,363.0,1.0,13.0,345.0,23.0,0.0,17539.5833333,1296.0,15,1,5.0,1.0
2051.0,734.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,39357.6333333,255.0,26,1,0.0,0.0
2171.0,959.5,1.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,20000.0,84.0,24,0,0.0,1.0
2227.0,22.5,0.0,1.0,13.0,5.0,1.0,7.0,1.0,0.0,28958.1166667,27.0,7,1,0.0,0.0
2337.0,272.5,0.0,0.0,0.0,0.0,0.0,64.0,2.0,0.0,29780.1666667,219.0,32,1,0.0,1.0
2355.0,449.5,1.0,19.0,6.0,1.0,16.0,1100.0,25.0,0.0,885.566666667,0.0,44,1,5.0,1.0
2376.0,362.0,0.0,10.0,8.0,1.0,2.0,70.0,2.0,0.0,32463.6666667,192.0,35,1,5.0,1.0
2399.0,9727.0,0.0,8.0,363.0,16.0,10.0,645.0,15.0,12.0,169.516666667,396.0,43,1,5.0,1.0
